S,D,SD,seed,miss,method,rho,top_misrank
0.55,2.0,1.1,8,biased,avg,0.9879,0
0.55,2.0,1.1,8,biased,irt,1.0,0
0.55,2.0,1.1,8,mcar,avg,1.0,0
0.55,2.0,1.1,9,biased,avg,0.9515,0
0.55,2.0,1.1,9,biased,irt,1.0,0
0.55,2.0,1.1,9,mcar,avg,0.9515,0
0.55,2.0,1.1,10,biased,avg,1.0,0
0.55,2.0,1.1,10,biased,irt,1.0,0
0.55,2.0,1.1,10,mcar,avg,0.9758,0
0.55,2.0,1.1,11,biased,avg,0.9879,0
0.55,2.0,1.1,11,biased,irt,1.0,0
0.55,2.0,1.1,11,mcar,avg,0.9879,0
0.55,2.0,1.1,12,biased,avg,0.9879,0
0.55,2.0,1.1,12,biased,irt,1.0,0
0.55,2.0,1.1,12,mcar,avg,0.9879,0
0.55,2.0,1.1,13,biased,avg,0.9758,0
0.55,2.0,1.1,13,biased,irt,0.9879,0
0.55,2.0,1.1,13,mcar,avg,0.9758,0
0.55,2.0,1.1,14,biased,avg,0.9758,0
0.55,2.0,1.1,14,biased,irt,1.0,0
0.55,2.0,1.1,14,mcar,avg,0.9758,0
0.55,2.5,1.375,0,biased,avg,0.9636,0
0.55,2.5,1.375,0,biased,irt,1.0,0
0.55,2.5,1.375,0,mcar,avg,0.9879,0
0.55,2.5,1.375,1,biased,avg,0.9152,0
0.55,2.5,1.375,1,biased,irt,1.0,0
0.55,2.5,1.375,1,mcar,avg,0.9879,0
0.55,2.5,1.375,2,biased,avg,0.9515,0
0.55,2.5,1.375,2,biased,irt,1.0,0
0.55,2.5,1.375,2,mcar,avg,0.9152,0
0.55,2.5,1.375,3,biased,avg,0.9515,0
0.55,2.5,1.375,3,biased,irt,1.0,0
0.55,2.5,1.375,3,mcar,avg,0.9879,0
0.55,2.5,1.375,4,biased,avg,0.9879,0
0.55,2.5,1.375,4,biased,irt,1.0,0
0.55,2.5,1.375,4,mcar,avg,0.9848,0
0.55,2.5,1.375,5,biased,avg,0.9515,0
0.55,2.5,1.375,5,biased,irt,1.0,0
0.55,2.5,1.375,5,mcar,avg,0.9636,0
0.55,2.5,1.375,6,biased,avg,0.9515,0
0.55,2.5,1.375,6,biased,irt,1.0,0
0.55,2.5,1.375,6,mcar,avg,0.903,0
0.55,2.5,1.375,7,biased,avg,0.9394,0
0.55,2.5,1.375,7,biased,irt,1.0,0
0.55,2.5,1.375,7,mcar,avg,0.9515,0
0.55,2.5,1.375,8,biased,avg,0.9636,0
0.55,2.5,1.375,8,biased,irt,1.0,0
0.55,2.5,1.375,8,mcar,avg,0.9636,0
0.55,2.5,1.375,9,biased,avg,0.9636,0
0.55,2.5,1.375,9,biased,irt,1.0,0
0.55,2.5,1.375,9,mcar,avg,0.8788,0
0.55,2.5,1.375,10,biased,avg,0.9273,0
0.55,2.5,1.375,10,biased,irt,1.0,0
0.55,2.5,1.375,10,mcar,avg,0.9394,1
0.55,2.5,1.375,11,biased,avg,0.9394,0
0.55,2.5,1.375,11,biased,irt,1.0,0
0.55,2.5,1.375,11,mcar,avg,0.9636,0
0.55,2.5,1.375,12,biased,avg,0.9758,0
0.55,2.5,1.375,12,biased,irt,1.0,0
0.55,2.5,1.375,12,mcar,avg,0.9152,0
0.55,2.5,1.375,13,biased,avg,0.9636,0
0.55,2.5,1.375,13,biased,irt,1.0,0
0.55,2.5,1.375,13,mcar,avg,0.8788,0
0.55,2.5,1.375,14,biased,avg,0.9758,0
0.55,2.5,1.375,14,biased,irt,1.0,0
0.55,2.5,1.375,14,mcar,avg,0.9515,0
0.55,3.0,1.65,0,biased,avg,0.903,0
0.55,3.0,1.65,0,biased,irt,1.0,0
0.55,3.0,1.65,0,mcar,avg,0.9636,0
0.55,3.0,1.65,1,biased,avg,0.9273,0
0.55,3.0,1.65,1,biased,irt,1.0,0
0.55,3.0,1.65,1,mcar,avg,0.9879,0
0.55,3.0,1.65,2,biased,avg,0.9879,0
0.55,3.0,1.65,2,biased,irt,0.9879,0
0.55,3.0,1.65,2,mcar,avg,0.9394,1
0.55,3.0,1.65,3,biased,avg,0.9636,0
0.55,3.0,1.65,3,biased,irt,1.0,0
0.55,3.0,1.65,3,mcar,avg,0.9394,0
0.55,3.0,1.65,4,biased,avg,0.9879,0
0.55,3.0,1.65,4,biased,irt,1.0,0
0.55,3.0,1.65,4,mcar,avg,0.9879,0
0.55,3.0,1.65,5,biased,avg,0.903,0
0.55,3.0,1.65,5,biased,irt,1.0,0
0.55,3.0,1.65,5,mcar,avg,0.9879,0
0.55,3.0,1.65,6,biased,avg,0.9152,0
0.55,3.0,1.65,6,biased,irt,1.0,0
0.55,3.0,1.65,6,mcar,avg,0.9758,0
0.55,3.0,1.65,7,biased,avg,0.9152,0
0.55,3.0,1.65,7,biased,irt,1.0,0
0.55,3.0,1.65,7,mcar,avg,0.9636,0
0.55,3.0,1.65,8,biased,avg,0.9636,0
0.55,3.0,1.65,8,biased,irt,1.0,0
0.55,3.0,1.65,8,mcar,avg,0.9636,0
0.55,3.0,1.65,9,biased,avg,0.8424,0
0.55,3.0,1.65,9,biased,irt,1.0,0
0.55,3.0,1.65,9,mcar,avg,0.9394,0
0.55,3.0,1.65,10,biased,avg,0.9879,0
0.55,3.0,1.65,10,biased,irt,1.0,0
0.55,3.0,1.65,10,mcar,avg,0.8909,0
0.55,3.0,1.65,11,biased,avg,0.9394,0
0.55,3.0,1.65,11,biased,irt,1.0,0
0.55,3.0,1.65,11,mcar,avg,0.9152,1
0.55,3.0,1.65,12,biased,avg,0.9758,1
0.55,3.0,1.65,12,biased,irt,1.0,0
0.55,3.0,1.65,12,mcar,avg,0.8788,0
0.55,3.0,1.65,13,biased,avg,0.9394,0
0.55,3.0,1.65,13,biased,irt,1.0,0
0.55,3.0,1.65,13,mcar,avg,0.9758,0
0.55,3.0,1.65,14,biased,avg,0.9152,0
0.55,3.0,1.65,14,biased,irt,1.0,0
0.55,3.0,1.65,14,mcar,avg,0.9758,0
0.55,3.5,1.925,0,biased,avg,0.8909,0
0.55,3.5,1.925,0,biased,irt,1.0,0
0.55,3.5,1.925,0,mcar,avg,0.9273,0
0.55,3.5,1.925,1,biased,avg,0.8875,0
0.55,3.5,1.925,1,biased,irt,1.0,0
0.55,3.5,1.925,1,mcar,avg,0.9515,0
0.55,3.5,1.925,2,biased,avg,0.8667,0
0.55,3.5,1.925,2,biased,irt,1.0,0
0.55,3.5,1.925,2,mcar,avg,0.9758,0
0.55,3.5,1.925,3,biased,avg,0.8909,0
0.55,3.5,1.925,3,biased,irt,1.0,0
0.55,3.5,1.925,3,mcar,avg,0.9515,0
0.55,3.5,1.925,4,biased,avg,0.9152,0
0.55,3.5,1.925,4,biased,irt,1.0,0
0.55,3.5,1.925,4,mcar,avg,0.9636,1
0.55,3.5,1.925,5,biased,avg,0.8424,1
0.55,3.5,1.925,5,biased,irt,1.0,0
0.55,3.5,1.925,5,mcar,avg,0.8545,0
0.55,3.5,1.925,6,biased,avg,0.9394,1
0.55,3.5,1.925,6,biased,irt,1.0,0
0.55,3.5,1.925,6,mcar,avg,0.9152,0
0.55,3.5,1.925,7,biased,avg,0.7333,0
0.55,3.5,1.925,7,biased,irt,1.0,0
0.55,3.5,1.925,7,mcar,avg,0.9515,0
0.55,3.5,1.925,8,biased,avg,0.9152,0
0.55,3.5,1.925,8,biased,irt,1.0,0
0.55,3.5,1.925,8,mcar,avg,0.9273,0
0.55,3.5,1.925,9,biased,avg,0.9758,0
0.55,3.5,1.925,9,biased,irt,1.0,0
0.55,3.5,1.925,9,mcar,avg,0.9636,0
0.55,3.5,1.925,10,biased,avg,0.8303,0
0.55,3.5,1.925,10,biased,irt,1.0,0
0.55,3.5,1.925,10,mcar,avg,0.9273,0
0.55,3.5,1.925,11,biased,avg,0.903,0
0.55,3.5,1.925,11,biased,irt,1.0,0
0.55,3.5,1.925,11,mcar,avg,0.8667,1
0.55,3.5,1.925,12,biased,avg,0.9515,0
0.55,3.5,1.925,12,biased,irt,1.0,0
0.55,3.5,1.925,12,mcar,avg,0.8909,0
0.55,3.5,1.925,13,biased,avg,0.6364,0
0.55,3.5,1.925,13,biased,irt,1.0,0
0.55,3.5,1.925,13,mcar,avg,0.9758,0
0.55,3.5,1.925,14,biased,avg,0.8424,0
0.55,3.5,1.925,14,biased,irt,1.0,0
0.55,3.5,1.925,14,mcar,avg,0.9273,0
0.55,4.0,2.2,0,biased,avg,0.7939,1
0.55,4.0,2.2,0,biased,irt,1.0,0
0.55,4.0,2.2,0,mcar,avg,0.9152,1
0.55,4.0,2.2,1,biased,avg,0.8667,0
0.55,4.0,2.2,1,biased,irt,1.0,0
0.55,4.0,2.2,1,mcar,avg,0.9758,0
0.55,4.0,2.2,2,biased,avg,0.9636,0
0.55,4.0,2.2,2,biased,irt,1.0,0
0.55,4.0,2.2,2,mcar,avg,0.9515,0
0.55,4.0,2.2,3,biased,avg,0.8303,0
0.55,4.0,2.2,3,biased,irt,1.0,0
0.55,4.0,2.2,3,mcar,avg,0.924,0
0.55,4.0,2.2,4,biased,avg,0.9394,0
0.55,4.0,2.2,4,biased,irt,1.0,0
0.55,4.0,2.2,4,mcar,avg,0.6485,1
0.55,4.0,2.2,5,biased,avg,0.7697,1
0.55,4.0,2.2,5,biased,irt,1.0,0
0.55,4.0,2.2,5,mcar,avg,0.9152,1
0.55,4.0,2.2,6,biased,avg,0.8909,0
0.55,4.0,2.2,6,biased,irt,1.0,0
0.55,4.0,2.2,6,mcar,avg,0.9515,0
0.55,4.0,2.2,7,biased,avg,0.7091,0
0.55,4.0,2.2,7,biased,irt,1.0,0
0.55,4.0,2.2,7,mcar,avg,0.9152,0
0.55,4.0,2.2,8,biased,avg,0.8545,1
0.55,4.0,2.2,8,biased,irt,1.0,0
0.55,4.0,2.2,8,mcar,avg,0.9515,0
0.55,4.0,2.2,9,biased,avg,0.7091,0
0.55,4.0,2.2,9,biased,irt,1.0,0
0.55,4.0,2.2,9,mcar,avg,0.9273,0
0.55,4.0,2.2,10,biased,avg,0.5879,0
0.55,4.0,2.2,10,biased,irt,1.0,0
0.55,4.0,2.2,10,mcar,avg,0.9394,1
0.55,4.0,2.2,11,biased,avg,0.7455,1
0.55,4.0,2.2,11,biased,irt,1.0,0
0.55,4.0,2.2,11,mcar,avg,0.9394,0
0.55,4.0,2.2,12,biased,avg,0.6848,0
0.55,4.0,2.2,12,biased,irt,1.0,0
0.55,4.0,2.2,12,mcar,avg,0.8424,1
0.55,4.0,2.2,13,biased,avg,0.7455,0
0.55,4.0,2.2,13,biased,irt,1.0,0
0.55,4.0,2.2,13,mcar,avg,0.9394,0
0.55,4.0,2.2,14,biased,avg,0.7356,0
0.55,4.0,2.2,14,biased,irt,1.0,0
0.55,4.0,2.2,14,mcar,avg,0.8207,1
0.55,4.5,2.475,0,biased,avg,0.7697,1
0.55,4.5,2.475,0,biased,irt,1.0,0
0.55,4.5,2.475,0,mcar,avg,0.9273,0
0.55,4.5,2.475,1,biased,avg,0.6727,0
0.55,4.5,2.475,1,biased,irt,1.0,0
0.55,4.5,2.475,1,mcar,avg,0.7333,1
0.55,4.5,2.475,2,biased,avg,0.4303,0
0.55,4.5,2.475,2,biased,irt,1.0,0
0.55,4.5,2.475,2,mcar,avg,0.9152,0
0.55,4.5,2.475,3,biased,avg,0.697,0
0.55,4.5,2.475,3,biased,irt,1.0,0
0.55,4.5,2.475,3,mcar,avg,0.9273,0
0.55,4.5,2.475,4,biased,avg,0.9152,0
0.55,4.5,2.475,4,biased,irt,1.0,0
0.55,4.5,2.475,4,mcar,avg,0.7576,0
0.55,4.5,2.475,5,biased,avg,0.8667,0
0.55,4.5,2.475,5,biased,irt,1.0,0
0.55,4.5,2.475,5,mcar,avg,0.8909,1
0.55,4.5,2.475,6,biased,avg,0.7455,1
0.55,4.5,2.475,6,biased,irt,1.0,0
0.55,4.5,2.475,6,mcar,avg,0.9273,0
0.55,4.5,2.475,7,biased,avg,0.8424,0
0.55,4.5,2.475,7,biased,irt,1.0,0
0.55,4.5,2.475,7,mcar,avg,0.9394,0
0.55,4.5,2.475,8,biased,avg,0.503,1
0.55,4.5,2.475,8,biased,irt,1.0,0
0.55,4.5,2.475,8,mcar,avg,0.903,0
0.55,4.5,2.475,9,biased,avg,0.6606,0
0.55,4.5,2.475,9,biased,irt,1.0,0
0.55,4.5,2.475,9,mcar,avg,0.9273,0
0.55,4.5,2.475,10,biased,avg,0.6121,0
0.55,4.5,2.475,10,biased,irt,1.0,0
0.55,4.5,2.475,10,mcar,avg,0.9758,1
0.55,4.5,2.475,11,biased,avg,0.3091,0
0.55,4.5,2.475,11,biased,irt,1.0,0
0.55,4.5,2.475,11,mcar,avg,0.903,1
0.55,4.5,2.475,12,biased,avg,0.6364,0
0.55,4.5,2.475,12,biased,irt,1.0,0
0.55,4.5,2.475,12,mcar,avg,0.7939,0
0.55,4.5,2.475,13,biased,avg,0.3576,1
0.55,4.5,2.475,13,biased,irt,1.0,0
0.55,4.5,2.475,13,mcar,avg,0.8545,0
0.55,4.5,2.475,14,biased,avg,0.5152,1
0.55,4.5,2.475,14,biased,irt,1.0,0
0.55,4.5,2.475,14,mcar,avg,0.9636,0
0.55,5.0,2.75,0,biased,avg,0.7212,1
0.55,5.0,2.75,0,biased,irt,1.0,0
0.55,5.0,2.75,0,mcar,avg,0.9152,0
0.55,5.0,2.75,1,biased,avg,0.7455,1
0.55,5.0,2.75,1,biased,irt,1.0,0
0.55,5.0,2.75,1,mcar,avg,0.8667,0
0.55,5.0,2.75,2,biased,avg,0.2121,0
0.55,5.0,2.75,2,biased,irt,1.0,0
0.55,5.0,2.75,2,mcar,avg,0.9273,1
0.55,5.0,2.75,3,biased,avg,0.8667,0
0.55,5.0,2.75,3,biased,irt,1.0,0
0.55,5.0,2.75,3,mcar,avg,0.9152,0
0.55,5.0,2.75,4,biased,avg,0.5394,0
0.55,5.0,2.75,4,biased,irt,1.0,0
0.55,5.0,2.75,4,mcar,avg,0.9636,0
0.55,5.0,2.75,5,biased,avg,0.7818,0
0.55,5.0,2.75,5,biased,irt,1.0,0
0.55,5.0,2.75,5,mcar,avg,0.8632,1
0.55,5.0,2.75,6,biased,avg,0.6121,0
0.55,5.0,2.75,6,biased,irt,1.0,0
0.55,5.0,2.75,6,mcar,avg,0.8545,0
0.55,5.0,2.75,7,biased,avg,0.3697,0
0.55,5.0,2.75,7,biased,irt,1.0,0
0.55,5.0,2.75,7,mcar,avg,0.7455,0
0.55,5.0,2.75,8,biased,avg,0.6485,1
0.55,5.0,2.75,8,biased,irt,1.0,0
0.55,5.0,2.75,8,mcar,avg,0.8909,1
0.55,5.0,2.75,9,biased,avg,0.5152,1
0.55,5.0,2.75,9,biased,irt,1.0,0
0.55,5.0,2.75,9,mcar,avg,0.903,0
0.55,5.0,2.75,10,biased,avg,0.7333,0
0.55,5.0,2.75,10,biased,irt,1.0,0
0.55,5.0,2.75,10,mcar,avg,0.8788,0
0.55,5.0,2.75,11,biased,avg,0.5532,1
0.55,5.0,2.75,11,biased,irt,1.0,0
0.55,5.0,2.75,11,mcar,avg,0.7212,0
0.55,5.0,2.75,12,biased,avg,0.3697,0
0.55,5.0,2.75,12,biased,irt,1.0,0
0.55,5.0,2.75,12,mcar,avg,0.8182,0
0.55,5.0,2.75,13,biased,avg,0.5273,1
0.55,5.0,2.75,13,biased,irt,1.0,0
0.55,5.0,2.75,13,mcar,avg,0.8061,0
0.55,5.0,2.75,14,biased,avg,0.4061,0
0.55,5.0,2.75,14,biased,irt,1.0,0
0.55,5.0,2.75,14,mcar,avg,0.8303,0
0.6,0.5,0.3,0,biased,avg,0.9879,0
0.6,0.5,0.3,0,biased,irt,1.0,0
0.6,0.5,0.3,0,mcar,avg,1.0,0
0.6,0.5,0.3,1,biased,avg,0.9879,0
0.6,0.5,0.3,1,biased,irt,1.0,0
0.6,0.5,0.3,1,mcar,avg,0.9879,0
0.6,0.5,0.3,2,biased,avg,1.0,0
0.6,0.5,0.3,2,biased,irt,1.0,0
0.6,0.5,0.3,2,mcar,avg,0.9879,0
0.6,0.5,0.3,3,biased,avg,0.9879,1
0.6,0.5,0.3,3,biased,irt,0.9879,1
0.6,0.5,0.3,3,mcar,avg,0.9758,0
0.6,0.5,0.3,4,biased,avg,1.0,0
0.6,0.5,0.3,4,biased,irt,1.0,0
0.6,0.5,0.3,4,mcar,avg,1.0,0
0.6,0.5,0.3,5,biased,avg,1.0,0
0.6,0.5,0.3,5,biased,irt,0.9879,0
0.6,0.5,0.3,5,mcar,avg,0.9879,0
0.6,0.5,0.3,6,biased,avg,0.9879,0
0.6,0.5,0.3,6,biased,irt,1.0,0
0.6,0.5,0.3,6,mcar,avg,1.0,0
0.6,0.5,0.3,7,biased,avg,0.9879,0
0.6,0.5,0.3,7,biased,irt,1.0,0
0.6,0.5,0.3,7,mcar,avg,1.0,0
0.6,0.5,0.3,8,biased,avg,0.9879,0
0.6,0.5,0.3,8,biased,irt,1.0,0
0.6,0.5,0.3,8,mcar,avg,0.9394,1
0.6,0.5,0.3,9,biased,avg,0.9879,0
0.6,0.5,0.3,9,biased,irt,1.0,0
0.6,0.5,0.3,9,mcar,avg,1.0,0
0.6,0.5,0.3,10,biased,avg,0.9879,0
0.6,0.5,0.3,10,biased,irt,1.0,0
0.6,0.5,0.3,10,mcar,avg,0.9879,0
0.6,0.5,0.3,11,biased,avg,0.9879,0
0.6,0.5,0.3,11,biased,irt,1.0,0
0.6,0.5,0.3,11,mcar,avg,0.9758,1
0.6,0.5,0.3,12,biased,avg,0.9879,0
0.6,0.5,0.3,12,biased,irt,1.0,0
0.6,0.5,0.3,12,mcar,avg,0.997,1
0.6,0.5,0.3,13,biased,avg,1.0,0
0.6,0.5,0.3,13,biased,irt,1.0,0
0.6,0.5,0.3,13,mcar,avg,1.0,0
0.6,0.5,0.3,14,biased,avg,0.9879,0
0.6,0.5,0.3,14,biased,irt,1.0,0
0.6,0.5,0.3,14,mcar,avg,1.0,0
0.6,1.0,0.6,0,biased,avg,1.0,0
0.6,1.0,0.6,0,biased,irt,1.0,0
0.6,1.0,0.6,0,mcar,avg,1.0,0
0.6,1.0,0.6,1,biased,avg,1.0,0
0.6,1.0,0.6,1,biased,irt,1.0,0
0.6,1.0,0.6,1,mcar,avg,0.9879,0
0.6,1.0,0.6,2,biased,avg,1.0,0
0.6,1.0,0.6,2,biased,irt,1.0,0
0.6,1.0,0.6,2,mcar,avg,1.0,0
0.6,1.0,0.6,3,biased,avg,1.0,0
0.6,1.0,0.6,3,biased,irt,1.0,0
0.6,1.0,0.6,3,mcar,avg,1.0,0
0.6,1.0,0.6,4,biased,avg,1.0,0
0.6,1.0,0.6,4,biased,irt,1.0,0
0.6,1.0,0.6,4,mcar,avg,0.9758,1
0.6,1.0,0.6,5,biased,avg,0.9879,0
0.6,1.0,0.6,5,biased,irt,1.0,0
0.6,1.0,0.6,5,mcar,avg,0.9879,0
0.6,1.0,0.6,6,biased,avg,1.0,0
0.6,1.0,0.6,6,biased,irt,1.0,0
0.6,1.0,0.6,6,mcar,avg,1.0,0
0.6,1.0,0.6,7,biased,avg,0.9879,0
0.6,1.0,0.6,7,biased,irt,1.0,0
0.6,1.0,0.6,7,mcar,avg,1.0,0
0.6,1.0,0.6,8,biased,avg,0.9879,0
0.6,1.0,0.6,8,biased,irt,1.0,0
0.6,1.0,0.6,8,mcar,avg,0.9879,0
0.6,1.0,0.6,9,biased,avg,0.9879,0
0.6,1.0,0.6,9,biased,irt,1.0,0
0.6,1.0,0.6,9,mcar,avg,0.9515,1
0.6,1.0,0.6,10,biased,avg,0.9879,0
0.6,1.0,0.6,10,biased,irt,1.0,0
0.6,1.0,0.6,10,mcar,avg,0.9879,0
0.6,1.0,0.6,11,biased,avg,0.9879,0
0.6,1.0,0.6,11,biased,irt,1.0,0
0.6,1.0,0.6,11,mcar,avg,0.9879,0
0.6,1.0,0.6,12,biased,avg,1.0,0
0.6,1.0,0.6,12,biased,irt,1.0,0
0.6,1.0,0.6,12,mcar,avg,0.9879,0
0.6,1.0,0.6,13,biased,avg,1.0,0
0.6,1.0,0.6,13,biased,irt,1.0,0
0.6,1.0,0.6,13,mcar,avg,0.9879,0
0.6,1.0,0.6,14,biased,avg,1.0,0
0.6,1.0,0.6,14,biased,irt,1.0,0
0.6,1.0,0.6,14,mcar,avg,0.9879,0
0.6,1.5,0.9,0,biased,avg,1.0,0
0.6,1.5,0.9,0,biased,irt,1.0,0
0.6,1.5,0.9,0,mcar,avg,1.0,0
0.6,1.5,0.9,1,biased,avg,0.9879,0
0.6,1.5,0.9,1,biased,irt,1.0,0
0.6,1.5,0.9,1,mcar,avg,1.0,0
0.6,1.5,0.9,2,biased,avg,0.9636,0
0.6,1.5,0.9,2,biased,irt,0.9879,0
0.6,1.5,0.9,2,mcar,avg,0.9879,0
0.6,1.5,0.9,3,biased,avg,0.9636,0
0.6,1.5,0.9,3,biased,irt,1.0,0
0.6,1.5,0.9,3,mcar,avg,0.9515,0
0.6,1.5,0.9,4,biased,avg,1.0,0
0.6,1.5,0.9,4,biased,irt,1.0,0
0.6,1.5,0.9,4,mcar,avg,0.9879,0
0.6,1.5,0.9,5,biased,avg,0.9879,0
0.6,1.5,0.9,5,biased,irt,1.0,0
0.6,1.5,0.9,5,mcar,avg,0.9758,0
0.6,1.5,0.9,6,biased,avg,1.0,0
0.6,1.5,0.9,6,biased,irt,1.0,0
0.6,1.5,0.9,6,mcar,avg,0.9515,0
0.6,1.5,0.9,7,biased,avg,0.9152,0
0.6,1.5,0.9,7,biased,irt,1.0,0
0.6,1.5,0.9,7,mcar,avg,0.9879,1
0.6,1.5,0.9,8,biased,avg,0.9758,0
0.6,1.5,0.9,8,biased,irt,1.0,0
0.6,1.5,0.9,8,mcar,avg,0.9394,0
0.6,1.5,0.9,9,biased,avg,0.9758,0
0.6,1.5,0.9,9,biased,irt,1.0,0
0.6,1.5,0.9,9,mcar,avg,0.9636,0
0.6,1.5,0.9,10,biased,avg,0.9636,0
0.6,1.5,0.9,10,biased,irt,1.0,0
0.6,1.5,0.9,10,mcar,avg,1.0,0
0.6,1.5,0.9,11,biased,avg,0.9152,0
0.6,1.5,0.9,11,biased,irt,1.0,0
0.6,1.5,0.9,11,mcar,avg,1.0,0
0.6,1.5,0.9,12,biased,avg,1.0,0
0.6,1.5,0.9,12,biased,irt,1.0,0
0.6,1.5,0.9,12,mcar,avg,0.9879,0
0.6,1.5,0.9,13,biased,avg,0.9515,0
0.6,1.5,0.9,13,biased,irt,1.0,0
0.6,1.5,0.9,13,mcar,avg,1.0,0
0.6,1.5,0.9,14,biased,avg,0.9758,0
0.6,1.5,0.9,14,biased,irt,1.0,0
0.6,1.5,0.9,14,mcar,avg,1.0,0
0.6,2.0,1.2,0,biased,avg,1.0,0
0.6,2.0,1.2,0,biased,irt,1.0,0
0.6,2.0,1.2,0,mcar,avg,0.9152,0
0.6,2.0,1.2,1,biased,avg,1.0,0
0.6,2.0,1.2,1,biased,irt,1.0,0
0.6,2.0,1.2,1,mcar,avg,0.9758,0
0.6,2.0,1.2,2,biased,avg,0.9879,0
0.6,2.0,1.2,2,biased,irt,1.0,0
0.6,2.0,1.2,2,mcar,avg,0.9758,0
0.6,2.0,1.2,3,biased,avg,0.9879,0
0.6,2.0,1.2,3,biased,irt,1.0,0
0.6,2.0,1.2,3,mcar,avg,0.9879,0
0.6,2.0,1.2,4,biased,avg,0.9758,0
0.6,2.0,1.2,4,biased,irt,1.0,0
0.6,2.0,1.2,4,mcar,avg,0.9515,0
0.6,2.0,1.2,5,biased,avg,0.9394,1
0.6,2.0,1.2,5,biased,irt,1.0,0
0.6,2.0,1.2,5,mcar,avg,0.9879,0
0.6,2.0,1.2,6,biased,avg,0.9758,0
0.6,2.0,1.2,6,biased,irt,1.0,0
0.6,2.0,1.2,6,mcar,avg,0.9758,0
0.6,2.0,1.2,7,biased,avg,0.9758,0
0.6,2.0,1.2,7,biased,irt,1.0,0
0.6,2.0,1.2,7,mcar,avg,0.9636,0
0.6,2.0,1.2,8,biased,avg,0.9758,0
0.6,2.0,1.2,8,biased,irt,1.0,0
0.6,2.0,1.2,8,mcar,avg,0.9758,0
0.6,2.0,1.2,9,biased,avg,0.9879,0
0.6,2.0,1.2,9,biased,irt,1.0,0
0.6,2.0,1.2,9,mcar,avg,0.9636,0
0.6,2.0,1.2,10,biased,avg,1.0,0
0.6,2.0,1.2,10,biased,irt,1.0,0
0.6,2.0,1.2,10,mcar,avg,1.0,0
0.6,2.0,1.2,11,biased,avg,0.9636,0
0.6,2.0,1.2,11,biased,irt,1.0,0
0.6,2.0,1.2,11,mcar,avg,0.9636,1
0.6,2.0,1.2,12,biased,avg,0.9758,0
0.6,2.0,1.2,12,biased,irt,1.0,0
0.6,2.0,1.2,12,mcar,avg,0.9758,0
0.6,2.0,1.2,13,biased,avg,0.9758,0
0.6,2.0,1.2,13,biased,irt,1.0,0
0.6,2.0,1.2,13,mcar,avg,0.9515,0
0.6,2.0,1.2,14,biased,avg,0.9758,0
0.6,2.0,1.2,14,biased,irt,1.0,0
0.6,2.0,1.2,14,mcar,avg,0.9515,0
0.6,2.5,1.5,0,biased,avg,0.9879,0
0.6,2.5,1.5,0,biased,irt,1.0,0
0.6,2.5,1.5,0,mcar,avg,0.903,0
0.6,2.5,1.5,1,biased,avg,0.9515,0
0.6,2.5,1.5,1,biased,irt,1.0,0
0.6,2.5,1.5,1,mcar,avg,0.9879,0
0.6,2.5,1.5,2,biased,avg,0.9273,0
0.6,2.5,1.5,2,biased,irt,1.0,0
0.6,2.5,1.5,2,mcar,avg,0.9394,0
0.6,2.5,1.5,3,biased,avg,0.9515,0
0.6,2.5,1.5,3,biased,irt,1.0,0
0.6,2.5,1.5,3,mcar,avg,0.903,0
0.6,2.5,1.5,4,biased,avg,0.9273,0
0.6,2.5,1.5,4,biased,irt,1.0,0
0.6,2.5,1.5,4,mcar,avg,0.9636,0
0.6,2.5,1.5,5,biased,avg,0.9394,0
0.6,2.5,1.5,5,biased,irt,1.0,0
0.6,2.5,1.5,5,mcar,avg,0.9879,0
0.6,2.5,1.5,6,biased,avg,0.8545,0
0.6,2.5,1.5,6,biased,irt,1.0,0
0.6,2.5,1.5,6,mcar,avg,0.9515,0
0.6,2.5,1.5,7,biased,avg,0.9758,0
0.6,2.5,1.5,7,biased,irt,1.0,0
0.6,2.5,1.5,7,mcar,avg,0.9879,0
0.6,2.5,1.5,8,biased,avg,0.903,1
0.6,2.5,1.5,8,biased,irt,1.0,0
0.6,2.5,1.5,8,mcar,avg,0.9394,1
0.6,2.5,1.5,9,biased,avg,0.9515,0
0.6,2.5,1.5,9,biased,irt,1.0,0
0.6,2.5,1.5,9,mcar,avg,0.9758,0
0.6,2.5,1.5,10,biased,avg,0.9515,0
0.6,2.5,1.5,10,biased,irt,1.0,0
0.6,2.5,1.5,10,mcar,avg,0.9758,0
0.6,2.5,1.5,11,biased,avg,1.0,0
0.6,2.5,1.5,11,biased,irt,1.0,0
0.6,2.5,1.5,11,mcar,avg,0.9758,0
0.6,2.5,1.5,12,biased,avg,0.9636,0
0.6,2.5,1.5,12,biased,irt,1.0,0
0.6,2.5,1.5,12,mcar,avg,0.9758,0
0.6,2.5,1.5,13,biased,avg,0.9394,0
0.6,2.5,1.5,13,biased,irt,1.0,0
0.6,2.5,1.5,13,mcar,avg,0.903,0
0.6,2.5,1.5,14,biased,avg,0.8909,0
0.6,2.5,1.5,14,biased,irt,0.9879,0
0.6,2.5,1.5,14,mcar,avg,0.9636,0
0.6,3.0,1.8,0,biased,avg,0.9879,0
0.6,3.0,1.8,0,biased,irt,1.0,0
0.6,3.0,1.8,0,mcar,avg,0.9394,0
